# 15310 - LN 	CL
# 490 	CL
# W7079 	CL
RCB2530 	CL
TKG 0183 	CL
cl142 	CL
cl143 	CL
cl144 	CL
cl146 	CL
A1847 	CL
BTO : 0002562 	CL
CLO _ 0001563 	CL
cl5015 	CL
A204 	CL
A204 _ SOFT _ TISSUE 	CL
BTO : 0002268 	CL
BTO : 0003767 	CL
CHEMBL614514 	CL
CLO _ 0001565 	CL
EFO _ 0002102 	CL
HTB - 82 	CL
HTB82 	CL
cl147 	CL
cl148 	CL
cl149 	CL
cl150 	CL
cl4895 	CL
A427 	CL
BTO : 0003770 	CL
CHEMBL1075389 	CL
CHEMBL614515 	CL
CLO _ 0001590 	CL
CRL - 7906 	CL
EFO _ 0002104 	CL
HTB - 53 	CL
cl152 	CL
cl153 	CL
cl5024 	CL
A431 	CL
BTO : 0000017 	CL
CHEMBL1075390 	CL
CHEMBL614069 	CL
CLO _ 0001591 	CL
CLO _ 0001592 	CL
CRL - 1555 	CL
JCRB0004 	CL
JCRB9009 	CL
RCB0202 	CL
RCB1872 	CL
TKG 0182 	CL
cl155 	CL
cl156 	CL
cl157 	CL
cl159 	CL
cl160 	CL
cl161 	CL
A498 	CL
A498 _ KIDNEY 	CL
BTO : 0003769 	CL
CHEMBL614516 	CL
CLO _ 0001596 	CL
EFO _ 0002105 	CL
HTB - 44 	CL
cl163 	CL
cl164 	CL
cl5025 	CL
cl7160 	CL
A498 - Luc 	CL
JCRB1388 	CL
A549 	CL
A549 / ATCC 	CL
A549 _ LUNG 	CL
BTO : 0000018 	CL
CCL - 185 	CL
CHEMBL392 	CL
CLO _ 0001601 	CL
EFO _ 0001086 	CL
JCRB0076 	CL
NCI - A549 	CL
RCB0098 	CL
TKG 0184 	CL
cl202 	CL
cl203 	CL
cl204 	CL
cl205 	CL
cl206 	CL
cl207 	CL
cl5100 	CL
cl7131 	CL
RCB1517 	CL
A673 	CL
A673 _ BONE 	CL
BTO : 0003768 	CL
CHEMBL614517 	CL
CLO _ 0001605 	CL
CLO _ 0001606 	CL
CRL - 1598 	CL
EFO _ 0002106 	CL
cl166 	CL
A 72 	CL
A72 	CL
CLO _ 0001545 	CL
CLO _ 0001612 	CL
CRL - 1542 	CL
cl171 	CL
cl172 	CL
A9 	CL
A9 ( Hamprecht ) 	CL
BTO : 0002887 	CL
CCL - 1 . 4 	CL
CHEMBL614518 	CL
CLO _ 0001618 	CL
CLO _ 0001620 	CL
CRL - 6319 	CL
GM00346 	CL
JCRB0211 	CL
cl219 	CL
cl220 	CL
4D5 	CL
CLO _ 0001687 	CL
CRL - 10463 	CL
NB9644P28 	CL
CLO _ 0001752 	CL
cl179 	CL
RCB2128 	CL
TKG 0296 	CL
CLO _ 0001547 	CL
CRL - 6295 	CL
CLO _ 0001552 	CL
cl185 	CL
LZ10 . 7 	CL
Pa03C 	CL
A101D _ SKIN 	CL
CLO _ 0001551 	CL
CRL - 7898 	CL
EFO _ 0002100 	CL
CLO _ 0001554 	CL
HB - 164 	CL
CHEMBL613106 	CL
CHEMBL613968 	CL
CHEMBL614730 	CL
A1261B2 	CL
CLO _ 0001557 	CL
cl187 	CL
HB - 9352 	CL
NR - M1 - 02 	CL
HB - 9351 	CL
NR - M1 - 04 	CL
CLO _ 0001561 	CL
HB - 177 	CL
CLO _ 0001562 	CL
cl189 	CL
GS2 . 1 	CL
Pa01C 	CL
A - 20 	CL
BTO : 0001930 	CL
CHEMBL613850 	CL
CLO _ 0001564 	CL
RCB2745 	CL
TIB - 208 	CL
TKG 0571 	CL
A20 - 2J 	CL
A20 . 2J 	CL
A 2058 	CL
A - 2058 	CL
A2058 _ SKIN 	CL
BTO : 0002975 	CL
CHEMBL613503 	CL
CLO _ 0001566 	CL
CRL - 11147 	CL
cl190 	CL
cl7207 	CL
HB - 9350 	CL
NR - M1 - 05 	CL
HB - 9349 	CL
NR - M1 - 03 	CL
A - 224 	CL
BTO : 0004034 	CL
A - 2243 	CL
HA 2243 	CL
HA2243 	CL
A - 23 	CL
A - 238 	CL
CLO _ 0001567 	CL
cl191 	CL
A - 253 	CL
A253 _ SALIVARY _ GLAND 	CL
BTO : 0003206 	CL
CHEMBL614255 	CL
CLO _ 0001569 	CL
CLO _ 0001570 	CL
CRL - 7902 	CL
HTB - 41 	CL
A - 2780 	CL
A2780 _ OVARY 	CL
BTO : 0002549 	CL
CHEMBL614004 	CL
CLO _ 0001571 	CL
cl193 	CL
cl194 	CL
cl4894 	CL
A2780 ( 100 ) 	CL
BTO : 0003207 	CL
ACR6 	CL
ACRP 	CL
A2780 ADDP 	CL
ADDP 	CL
CHEMBL614264 	CL
C200 	CL
C30 	CL
BTO : 0005152 	CL
BTO : 0003845 	CL
BTO : 0004038 	CL
CP - 70 	CL
CP70 	CL
A2780 - DX3 	CL
BTO : 0002642 	CL
BTO : 0005130 	CL
BTO : 0005129 	CL
A2780 - ADR 	CL
CLO _ 0001572 	CL
cl5047 	CL
A2780 _ CIS 	CL
CLO _ 0001573 	CL
cl195 	CL
A2780 ( cisR ) 	CL
A2780 - CISR 	CL
CHEMBL614023 	CL
CLO _ 0001574 	CL
CRL - 1520 	CL
HB - 29 	CL
HB - 8397 	CL
CLO _ 0001575 	CL
CRL - 1846 	CL
CLO _ 0001576 	CL
cl196 	CL
BTO : 0001342 	CL
CLO _ 0001577 	CL
CRL - 2570 	CL
CLO _ 0001579 	CL
HB - 12319 	CL
CLO _ 0001580 	CL
HB - 12318 	CL
A3 - KAW 	CL
A3 / KAW 	CL
A3KAW _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
JCRB0101 	CL
HB - 9348 	CL
NR - M1 - 06 	CL
A31N ts20 	CL
A31Nts20 	CL
BTO : 0004582 	CL
Pa07c 	CL
A - 364 	CL
BTO : 0004246 	CL
A 375 	CL
A - 375 	CL
A375 - MEL 	CL
A375 - mel 	CL
A375 _ SKIN 	CL
BTO : 0002806 	CL
CHEMBL1075388 	CL
CHEMBL613859 	CL
CLO _ 0001544 	CL
CLO _ 0001581 	CL
CLO _ 0001582 	CL
CRL - 1619 	CL
EFO _ 0002103 	CL
cl198 	CL
cl199 	CL
12R5 - 1 	CL
12R5 - 3 	CL
12R5 - 5 	CL
12R8 - 1 	CL
12R8 - 3 	CL
16R5 - 2 	CL
16R5 - 5 	CL
16R6 - 2 	CL
16R6 - 3 	CL
16R6 - 4 	CL
A375Cl - 5 	CL
A375M 	CL
A375m 	CL
A - 375P 	CL
A375P 	CL
A375p 	CL
BTO : 0003984 	CL
A - 375SM 	CL
A375SM 	CL
BTO : 0003985 	CL
CLO _ 0001583 	CL
CRL - 1872 	CL
Pa08c 	CL
CLO _ 0001584 	CL
CRL - 7905 	CL
TKG 0298 	CL
CLO _ 0001588 	CL
cl5016 	CL
CLO _ 0001589 	CL
cl5017 	CL
A4 . 840 	CL
CLO _ 0001586 	CL
CLO _ 0001594 	CL
CRL - 2043 	CL
cl49 	CL
A4 . 951 	CL
CLO _ 0001587 	CL
CLO _ 0001595 	CL
CRL - 2046 	CL
cl5018 	CL
4A . 74 	CL
CLO _ 0001585 	CL
CRL - 2041 	CL
A4 - Fuk 	CL
A4 / FUK 	CL
A4 / Fuk 	CL
A4FUK _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
JCRB0097 	CL
A431 - NS 	CL
CLO _ 0001593 	CL
CRL - 2592 	CL
A - 4573 	CL
ES - A4573 	CL
CLO _ 0001597 	CL
cl200 	CL
5 . 12 . 14 	CL
CLO _ 0001598 	CL
HB - 11553 	CL
1506 A5 . 4 	CL
CLO _ 0001599 	CL
CRL - 2275 	CL
RCB2817 	CL
A - 547 	CL
BTO : 0004247 	CL
JCRB1414 	CL
A - 6 	CL
CLO _ 0001602 	CL
CRL - 8192 	CL
BTO : 0004248 	CL
CCL - 102 	CL
CLO _ 0001603 	CL
RCB0772 	CL
cl209 	CL
2F3 	CL
A6 2F3 	CL
Pa101C 	CL
RCB0344 	CL
BTO : 0003530 	CL
A68 - 177 	CL
CLO _ 0001607 	CL
CRL - 7714 	CL
A6 	CL
GM6L 	CL
Pa02C 	CL
CLO _ 0001608 	CL
CRL - 2500 	CL
EFO _ 0002107 	CL
M2A7 	CL
cl212 	CL
BTO : 0003532 	CL
A - 704 	CL
A . 704 	CL
A704 _ KIDNEY 	CL
BTO : 0004583 	CL
CHEMBL614567 	CL
CLO _ 0001546 	CL
CLO _ 0001609 	CL
CLO _ 0001610 	CL
CRL - 7911 	CL
HTB - 45 	CL
cl167 	CL
cl168 	CL
cl170 	CL
cl5026 	CL
A - 716 	CL
BTO : 0005308 	CL
CLO _ 0001611 	CL
HB - 9596 	CL
A 7573 	CL
CLO _ 0001613 	CL
cl213 	CL
A7573 ( HL - 23V ) 	CL
A7573 - HL23V 	CL
A7R5 	CL
BTO : 0000019 	CL
CLO _ 0001614 	CL
CRL - 1444 	CL
cl214 	CL
cl215 	CL
RCB0773 	CL
A8 / DI 	CL
CLO _ 0001615 	CL
cl218 	CL
cl4896 	CL
A818 1 	CL
A818 . 1 	CL
A818 4 	CL
A818 . 4 	CL
A8184 	CL
A818 6 	CL
A818 . 6 	CL
A - 875 	CL
BTO : 0000525 	CL
CLO _ 0001619 	CL
CRL - 1811 	CL
A9 L cell line hD2 subclone # 18 	CL
CLO _ 0001621 	CL
CRL - 10225 	CL
JCRB0732 	CL
JCRB0730 	CL
JCRB0731 	CL
JCRB0729 	CL
JCRB0728 	CL
JCRB0727 	CL
JCRB2210 	CL
JCRB2223 	CL
JCRB2213 	CL
JCRB2214 	CL
JCRB2221 	CL
JCRB2222 	CL
A9 ( neo - 1 ) 	CL
JCRB2201 	CL
A9 ( neo11 ) 	CL
JCRB2211 	CL
A9 ( neo - 12 ) 	CL
JCRB2212 	CL
JCRB2215 	CL
JCRB2216 	CL
JCRB2217 	CL
JCRB2218 	CL
JCRB2219 	CL
JCRB2202 	CL
JCRB2220 	CL
JCRB2203 	CL
JCRB2204 	CL
JCRB2205 	CL
JCRB2206 	CL
JCRB2207 	CL
JCRB2208 	CL
JCRB0726 	CL
CLO _ 0001626 	CL
cl225 	CL
AA2 	CL
CLO _ 0001628 	CL
HB - 10183 	CL
CLO _ 0001629 	CL
CRL - 2637 	CL
BTO : 0002641 	CL
CHEMBL614262 	CL
CHEMBL614555 	CL
CHO - AA8 	CL
CLO _ 0001630 	CL
CRL - 1859 	CL
RCB2326 	CL
TER156 	CL
TER264 	CL
TER47 	CL
CLO _ 0001634 	CL
HB - 11601 	CL
CLO _ 0001635 	CL
HB - 11602 	CL
AB - 9 	CL
AB9 	CL
CLO _ 0001636 	CL
CRL - 2298 	CL
AB - 1 	CL
SCRC - 1022 	CL
AB - 1 	CL
AB - 1 HA 	CL
CLO _ 0001637 	CL
HB - 33 	CL
EFO _ 0002812 	CL
SCRC - 1023 	CL
ABC1 _ LUNG 	CL
CHEMBL1075391 	CL
CLO _ 0001641 	CL
EFO _ 0002813 	CL
JCRB0815 	CL
cl230 	CL
Abelson 8 . 1 	CL
CHEMBL612562 	CL
CLO _ 0001642 	CL
TIB - 205 	CL
BTO : 0002172 	CL
870005 	CL
HB - 9907 	CL
alpha BL5C2 . 870005 	CL
870009 	CL
HB - 9908 	CL
alpha BL5C2 . 870009 	CL
870016 	CL
HB - 9909 	CL
alpha BL5C2 . 870016 	CL
BTO : 0005353 	CL
RCB1427 	CL
AC1M - 32 	CL
CLO _ 0001644 	CL
cl7073 	CL
CLO _ 0001645 	CL
cl7074 	CL
CLO _ 0001646 	CL
cl7075 	CL
CLO _ 0001647 	CL
cl7076 	CL
AC1M - 88 	CL
CLO _ 0001648 	CL
cl7077 	CL
CLO _ 0001643 	CL
HB - 12346 	CL
CLO _ 0001649 	CL
cl233 	CL
JCRB0408 	CL
JCRB0416 	CL
JCRB0417 	CL
ACC2 	CL
ACC3 	CL
Acc - 3 	CL
BTO : 0004887 	CL
ACCM 	CL
Acc - M 	CL
ACCMESO1 _ PLEURA 	CL
RCB2292 	CL
RCB2293 	CL
ACE - 1 	CL
ACH2 	CL
BTO : 0002551 	CL
CHEMBL614263 	CL
ACH 3P 	CL
BTO : 0003421 	CL
CLO _ 0001653 	CL
cl7078 	CL
ACHN _ KIDNEY 	CL
BTO : 0003846 	CL
CHEMBL614519 	CL
CLO _ 0001654 	CL
CRL - 1611 	CL
EFO _ 0002108 	CL
RCB1962 	CL
cl236 	CL
cl237 	CL
cl4951 	CL
RCB0510 	CL
CLO _ 0001655 	CL
cl239 	CL
ACT 1 	CL
CLO _ 0001656 	CL
CLO _ 0001657 	CL
HB - 80 	CL
cl5131 	CL
CLO _ 0001658 	CL
HB - 81 	CL
BTO : 0004858 	CL
CLO _ 0001659 	CL
CRL - 1227 	CL
293AD 	CL
AD293 	CL
BTO : 0003263 	CL
HEK ( AD293 ) 	CL
HEK AD293 	CL
HEK - AD 293 	CL
HEK - AD293 	CL
A2780 - AD10 	CL
AD - 10 	CL
BTO : 0004037 	CL
RCB0331 	CL
RCB0328 	CL
RCB0329 	CL
JCRB0737 	CL
RCB0330 	CL
RCB0338 	CL
RCB0339 	CL
RCB0340 	CL
AD 387 	CL
CLO _ 0001661 	CL
cl241 	CL
ADA - IPS2 	CL
ADA - IPS3 	CL
BTO : 0004326 	CL
CLO _ 0001662 	CL
cl243 	CL
ADL , HG 	CL
IHW9144 	CL
CLO _ 0001666 	CL
HB - 72 	CL
cl5132 	CL
CLO _ 0001667 	CL
HB - 73 	CL
cl5133 	CL
AE 1 	CL
CLO _ 0001663 	CL
cl244 	CL
AE 1201 	CL
AE 2 	CL
CLO _ 0001664 	CL
cl245 	CL
AE 3 	CL
CLO _ 0001665 	CL
cl246 	CL
CLO _ 0001669 	CL
HB - 125 	CL
AF - 2 cl . 9B5 	CL
CLO _ 0001674 	CL
cl252 	CL
cl253 	CL
AF - 10 	CL
CLO _ 0001675 	CL
HB - 160 	CL
CLO _ 0001676 	CL
HB - 201 	CL
BTO : 0003422 	CL
CLO _ 0001677 	CL
HB - 163 	CL
CLO _ 0001678 	CL
HB - 199 	CL
AF6 - 78 . 25 	CL
CLO _ 0001679 	CL
HB - 162 	CL
CLO _ 0001680 	CL
HB - 158 	CL
MAC188 	CL
CLO _ 0001682 	CL
SCRC - 1007 	CL
AG 1518 	CL
AG1518 	CL
AG 1519 	CL
AG1519 	CL
AG 1520 	CL
AG1521 	CL
AG1522 	CL
AG 1523 	CL
AG1523 	CL
Ag1523 	CL
CHEMBL614267 	CL
CHEMBL614268 	CL
AG01972A 	CL
AG02804D 	CL
AG2804B 	CL
AG03198A 	CL
AG03204A 	CL
AG03259A 	CL
AG03260A 	CL
AG03513B 	CL
AG04059B 	CL
AG04064A 	CL
AG4260 	CL
AG4400 	CL
AG4401 	CL
AG4402 	CL
AG4560 	CL
AG 5025 	CL
CLO _ 0001683 	CL
cl255 	CL
AG6241 	CL
AG6264 	CL
AG6265 	CL
AG06297A 	CL
AG06297B 	CL
AG6842 	CL
AG6846 	CL
AG6848 	CL
CHEMBL614700 	CL
AG7377 	CL
AG8044 	CL
AG8170 	CL
PF95 	CL
PF96 	CL
AG08433B 	CL
AG9553 	CL
AG9878 	CL
AG - 104A 	CL
AG104A 	CL
AG104 - Ld 	CL
AG104A - Ld 	CL
Ag104Ld 	CL
C8803 	CL
PF43 	CL
AG - 876 	CL
Ag876 	CL
CLO _ 0001685 	CL
cl257 	CL
AGS _ STOMACH 	CL
BTO : 0001007 	CL
CHEMBL613860 	CL
CLO _ 0001686 	CL
CRL - 1739 	CL
EFO _ 0002109 	CL
cl258 	CL
cl5134 	CL
agsNSC 	CL
AGZY 83 - a 	CL
AGZY - 83 - a 	CL
AH - 100B 	CL
AH100B 	CL
TKG 0042 	CL
TKG 0527 	CL
AH - 107B 	CL
AH107B 	CL
TKG 0043 	CL
TKG 0528 	CL
AH - 108A 	CL
AH108A 	CL
TKG 0044 	CL
TKG 0682 	CL
AH - 108AF 	CL
AH108AF 	CL
TKG 0045 	CL
TKG 0683 	CL
AH 109A 	CL
AH - 109A 	CL
AH109A 	CL
TKG 0046 	CL
TKG 0529 	CL
CHEMBL614569 	CL
AH - 13 	CL
AH13 	CL
TKG 0001 	CL
TKG 0542 	CL
AH13 / 6MP - R 	CL
AH13M 	CL
AH13M - TC 	CL
TKG 0004 	CL
TKG 0676 	CL
AH13 / MMC - R 	CL
AH13C 	CL
AH13C - TC 	CL
TKG 0002 	CL
TKG 0677 	CL
AH13 / NMO - R 	CL
AH13R 	CL
AH13R - TC 	CL
TKG 0003 	CL
TKG 0678 	CL
AH 130 	CL
AH - 130 	CL
AH - 130 Yoshida 	CL
AH130 - TC 	CL
BTO : 0000593 	CL
TKG 0530 	CL
Yoshida AH - 130 	CL
Yoshida AH130 	CL
AH - 130FG 	CL
AH130FG 	CL
TKG 0051 	CL
TKG 0673 	CL
AH 130 FN 	CL
AH - 130 FN 	CL
AH130FN 	CL
TKG 0053 	CL
TKG 0667 	CL
AH130FN II 	CL
TKG 0055 	CL
TKG 0689 	CL
AH - 131A 	CL
AH131A 	CL
TKG 0057 	CL
TKG 0531 	CL
AH - 131B 	CL
AH131B 	CL
TKG 0532 	CL
TKG 0690 	CL
AH - 136B 	CL
AH136B 	CL
TKG 0059 	CL
TKG 0684 	CL
AH - 143A 	CL
AH143A 	CL
TKG 0060 	CL
TKG 0533 	CL
AH - 150A 	CL
AH150A 	CL
TKG 0062 	CL
TKG 0685 	CL
AH - 173 	CL
AH173 	CL
TKG 0063 	CL
TKG 0675 	CL
AH - 21 	CL
AH21 	CL
TKG 0005 	CL
TKG 0543 	CL
AH - 225A 	CL
AH225A 	CL
TKG 0065 	CL
TKG 0534 	CL
AH - 272 	CL
AH272 	CL
RCB2908 	CL
TKG 0066 	CL
TKG 0535 	CL
AH - 311 	CL
AH311 	CL
TKG 0068 	CL
TKG 0536 	CL
AH - 34 	CL
AH34 	CL
TKG 0006 	CL
TKG 0640 	CL
AH - 3683 	CL
AH3683 	CL
TKG 0078 	CL
TKG 0687 	CL
AH - 371A 	CL
AH371A 	CL
TKG 0070 	CL
TKG 0537 	CL
AH - 3924A 	CL
AH3924A 	CL
TKG 0079 	CL
TKG 0539 	CL
AH 414 	CL
AH - 414 	CL
AH414 	CL
TKG 0072 	CL
TKG 0686 	CL
AH - 44 	CL
AH44 	CL
TKG 0013 	CL
TKG 0547 	CL
AH - 601 	CL
AH601 	CL
TKG 0073 	CL
TKG 0538 	CL
AH - 602 	CL
AH602 	CL
TKG 0074 	CL
TKG 0674 	CL
AH - 60C 	CL
AH60C 	CL
TKG 0017 	CL
TKG 0548 	CL
AH - 61B 	CL
AH61B 	CL
TKG 0018 	CL
TKG 0679 	CL
AH - 62 	CL
AH62 	CL
TKG 0019 	CL
TKG 0549 	CL
AH - 63F 	CL
AH63F 	CL
TKG 0021 	CL
TKG 0550 	CL
AH 66 	CL
AH - 66 	CL
AH - 66 Yoshida 	CL
AH - 66 - TC 	CL
AH66 	CL
AH66tc 	CL
BTO : 0001552 	CL
JCRB0411 	CL
TKG 0037 	CL
TKG 0552 	CL
Yoshida AH - 66 	CL
Yoshida AH66 	CL
AH 66F 	CL
AH - 66F 	CL
AH66F 	CL
TKG 0038 	CL
TKG 0524 	CL
AH - 70B 	CL
AH70B 	CL
AH70Btc 	CL
JCRB0412 	CL
TKG 0040 	CL
TKG 0525 	CL
AH - 7974 	CL
AH7974 	CL
TKG 0080 	CL
TKG 0540 	CL
AH - 7974F 	CL
AH7974F 	CL
TKG 0081 	CL
TKG 0541 	CL
AH - 99 	CL
AH99 	CL
TKG 0041 	CL
TKG 0526 	CL
AHH1 	CL
CLO _ 0001688 	CL
CRL - 8146 	CL
CCL - 195 	CL
CLO _ 0001689 	CL
cl261 	CL
JCRB1105 	CL
CLO _ 0001690 	CL
SCRC - 1029 	CL
CLO _ 0009734 	CL
HB - 175 	CL
alpha IR - 1 	CL
anti - IR - 1 	CL
alpha IR - 2 	CL
anti - IR - 2 	CL
alpha IR - 3 	CL
anti - IR - 3 	CL
HB - 8339 	CL
AKD 	CL
CCL - 150 	CL
CLO _ 0001692 	CL
cl263 	CL
cl5135 	CL
AKATA 	CL
Akata - BL 	CL
2A8 	CL
2C1 	CL
3F2 	CL
RCB0408 	CL
IHW9286 	CL
CLO _ 0001701 	CL
cl264 	CL
CLO _ 0001693 	CL
cl4924 	CL
CLO _ 0001694 	CL
cl4939 	CL
CLO _ 0001695 	CL
cl4925 	CL
CLO _ 0001696 	CL
cl4926 	CL
CLO _ 0001697 	CL
cl4927 	CL
CLO _ 0001698 	CL
cl4928 	CL
CLO _ 0001699 	CL
CRL - 6320 	CL
CLO _ 0001700 	CL
TIB - 232 	CL
A 127 	CL
A127 	CL
CLO _ 0001702 	CL
HB - 8441 	CL
M - 11 	CL
CLO _ 0001703 	CL
CRL - 1325 	CL
CLO _ 0001704 	CL
CRL - 6506 	CL
HCT - ALA 	CL
Ameloblast - lineage cell 	CL
CLO _ 0001705 	CL
cl5399 	CL
ALLSIL 	CL
BTO : 0005360 	CL
SIL - ALL 	CL
ACE 3 . 1 . 1 	CL
CLO _ 0009730 	CL
HB - 8191 	CL
a - ACE 3 . 1 . 1 	CL
AlphaT31 	CL
BTO : 0003566 	CL
alpha T3 - 1 	CL
alpha - T3 - 1 	CL
alphaT3 - 1 	CL
aTC1 	CL
alpha TC1 	CL
alpha - TC1 	CL
BTO : 0002982 	CL
CRL - 2934 	CL
aTC1 Clone 6 	CL
aTC1 - 6 	CL
alpha TC1 - 6 	CL
alpha TC1 . 6 	CL
alpha - TC1 - 6 	CL
alpha - TC1 . 6 	CL
BTO : 0002981 	CL
CLO _ 0009736 	CL
CRL - 2350 	CL
aTC1 Clone 9 	CL
aTC1 - 9 	CL
alpha - TC1 - 9 	CL
alpha - TC1 . 9 	CL
BTO : 0001872 	CL
alpha TN4 - 1 	CL
ALTF 	CL
ALTG 	CL
ALTI 	CL
ALVA101 	CL
ALVA 31 	CL
ALVA31 	CL
BTO : 0003850 	CL
ALVA41 	CL
BTO : 0002006 	CL
ALVA55 	CL
AMR 	CL
IHW9206 	CL
CLO _ 0001707 	CL
CRL - 1286 	CL
CLO _ 0001708 	CL
CRL - 1129 	CL
AM38 	CL
AM38 _ CENTRAL _ NERVOUS _ SYSTEM 	CL
CLO _ 0001712 	CL
cl266 	CL
AM - iPS - 01 	CL
Mint 	CL
Angelica 	CL
Oregano 	CL
Fennel 	CL
Basil 	CL
Anise 	CL
Parsley 	CL
Myrtle 	CL
Savory 	CL
Chamomile 	CL
AM - iPS - 02 	CL
Clary 	CL
Lovage 	CL
AM - iPS - 03 	CL
Sage 	CL
AM - iPS - 04 	CL
Laurier 	CL
AM - iPS - 05 	CL
Chives 	CL
AM - iPS - 06 	CL
Hyssop 	CL
AM - iPS - 07 	CL
Marry 	CL
AM - iPS - 08 	CL
Thyme 	CL
AM - iPS - 09 	CL
Sorrel 	CL
CLO _ 0009735 	CL
HB - 11124 	CL
alphaM346C7C1 	CL
anti M346C7C1 	CL
AMAL 	CL
IHW9010 	CL
AZL 	CL
IHW9064 	CL
AMC106 	CL
AMC - 60 	CL
TKG 0647 	CL
Amc - HN - 1 	CL
Amc - HN - 2 	CL
Amc - HN - 3 	CL
Amc - HN - 4 	CL
Amc - HN - 5 	CL
Amc - HN - 6 	CL
Amc - HN - 7 	CL
Amc - HN - 8 	CL
Amc - HN - 9 	CL
AMDURII 	CL
CCL - 124 	CL
CLO _ 0001713 	CL
cl270 	CL
cl271 	CL
TER202 	CL
TER271 	CL
CLO _ 0001714 	CL
CRL - 2456 	CL
CLO _ 0001715 	CL
CRL - 2455 	CL
AML193 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
CLO _ 0001718 	CL
CRL - 9589 	CL
cl272 	CL
AML 12 	CL
AML - 12 	CL
Alpha mouse liver 12 	CL
BTO : 0003449 	CL
CLO _ 0001716 	CL
CRL - 2254 	CL
AML 14 	CL
AML - 14 	CL
Alpha mouse liver 14 	CL
AML14 - 3D10 	CL
AML143D10 	CL
CLO _ 0001717 	CL
CRL - 12079 	CL
AMO - 1 	CL
AMO1 _ HAEMATOPOIETIC _ AND _ LYMPHOID _ TISSUE 	CL
CLO _ 0001719 	CL
cl273 	CL
CLO _ 0001720 	CL
HB - 161 	CL
CLO _ 0001721 	CL
CRL - 1266 	CL
AN3 	CL
AN3 CA 	CL
AN3 Ca 	CL
AN3CA 	CL
AN3CA _ ENDOMETRIUM 	CL
BTO : 0001771 	CL
CHEMBL1075392 	CL
CLO _ 0001722 	CL
EFO _ 0002110 	CL
HTB - 111 	CL
cl5019 	CL
ANA1 	CL
Ana - 1 	CL
BTO : 0002775 	CL
ANBL6 	CL
ANBM6 	CL
AND1 	CL
AND2 	CL
AND3 	CL
ANIP973 	CL
Anip973 	CL
ANJOU 65 	CL
Anjou - 65 	CL
CLO _ 0001724 	CL
CRL - 11269 	CL
CHEMBL614520 	CL
CLO _ 0001725 	CL
cl276 	CL
TER282 	CL
TER357 	CL
RCB0451 	CL
CHEMBL614521 	CL
CLO _ 0001726 	CL
RCB0449 	CL
cl277 	CL
RCB0450 	CL
CLO _ 0001729 	CL
CRL - 2401 	CL
CLO _ 0001731 	CL
HB - 8483 	CL
CLO _ 0001732 	CL
CRL - 2031 	CL
1H4 	CL
CLO _ 0001733 	CL
CRL - 2383 	CL
7B4 	CL
CLO _ 0001734 	CL
CRL - 2384 	CL
CLO _ 0001730 	CL
HB - 104 	CL
BTO : 0003851 	CL
IHW9229 	CL
CLO _ 0001736 	CL
HB - 242 	CL
CLO _ 0001735 	CL
CRL - 2227 	CL
TER199 	CL
TER292 	CL
JCRB3011 	CL
KURB1401 	CL
KURB1402 	CL
IHW9237 	CL
TER224 	CL
TER258 	CL
TER452 	CL
TER61 	CL
GM06817 	CL
IHW9291 	CL
CLO _ 0001739 	CL
CRL - 1324 	CL
JCRB1328 	CL
AR - 230 	CL
AR - 42J 	CL
AR4 - 2J 	CL
BTO : 0001928 	CL
CHEMBL614271 	CL
CLO _ 0001740 	CL
CRL - 1492 	CL
cl280 	CL
cl281 	CL
CLO _ 0001741 	CL
cl282 	CL
TER157 	CL
TER219 	CL
TER281 	CL
ARA10 	CL
TER324 	CL
ARAMIS 	CL
IHW9102 	CL
MDA PCa 1 	CL
ARH 77 	CL
ARH77 	CL
BTO : 0002992 	CL
CLO _ 0001744 	CL
CLO _ 0001745 	CL
CRL - 1621 	CL
EFO _ 0002111 	CL
cl285 	CL
CHEMBL613534 	CL
CLO _ 0001746 	CL
CRL - 1674 	CL
ARK - B 	CL
BTO : 0003930 	CL
ark 	CL
CLO _ 0001747 	CL
cl286 	CL
ARLJ301 - 3 	CL
CLO _ 0001748 	CL
JCRB0248 	CL
RCB0447 	CL
cl287 	CL
ARLJ301 - 3TR1 	CL
RCB0448 	CL
RCB0002 	CL
RCB0115 	CL
ARMD . 1 . H . iPSC . 1 	CL
ARMD . 1 . H . iPSC . 11 	CL
ARMD . 1 . H . iPSC . 2 	CL
ARMD . 1 . H . iPSC . 4 	CL
ARMD . 1 . H . iPSC . 5 	CL
ARMD . 1 . H . iPSC . 8 	CL
ARMD . 1 . H . iPSC . 9 	CL
ARENT 	CL
GM03153 	CL
IHW9292 	CL
ARO 81 - 1 	CL
ARO - 81 	CL
ARO81 	CL
ARO81 - 1 	CL
BTO : 0002306 	CL
CHEMBL612590 	CL
UCLA RO - 81 - A - 1 	CL
UCLA RO - 81A - 1 	CL
UCLA - RO 81 	CL
AR - P1 	CL
ARP1 	CL
BTO : 0003931 	CL
ARPE19 	CL
BTO : 0002335 	CL
CLO _ 0001749 	CL
CRL - 2302 	CL
CLO _ 0001750 	CL
CRL - 2502 	CL
